gss_code,leisure_density,wardname,leisurecount,fastfood_density,fastfoodcount,alcohol_density,alcoholcount,beverages_density,beveragescount,confectionery_density,confectionerycount,convenience_density,conveniencecount,departmentstore_density,departmentstorecount,farm_density,farmcount,greengrocer_density,greengrocercount,grocery_density,grocerycount,mall_density,mallcount,supermarket_density,supermarketcount,health_density,health_rate_parcent
E05000431,4.12E-06,Streatham South,7,1.18E-06,2,5.89E-07,1,5.89E-07,1,5.89E-07,1,1.18E-06,2,5.89E-07,1,5.89E-07,1,5.89E-07,1,5.89E-07,1,5.89E-07,1,5.89E-07,1,3.53E-06,6.857142857
E05000432,6.90E-07,Streatham Wells,1,6.90E-07,1,6.90E-07,1,6.90E-07,1,6.90E-07,1,1.38E-06,2,6.90E-07,1,6.90E-07,1,6.90E-07,1,6.90E-07,1,6.90E-07,1,6.90E-07,1,4.14E-06,7
E05000433,1.86E-06,Thornton,2,9.28E-07,1,9.28E-07,1,9.28E-07,1,9.28E-07,1,9.28E-07,1,9.28E-07,1,9.28E-07,1,9.28E-07,1,9.28E-07,1,9.28E-07,1,9.28E-07,1,5.57E-06,7.2
E05000434,2.64E-06,Thurlow Park,4,7.92E-06,12,6.60E-07,1,6.60E-07,1,6.60E-07,1,6.60E-06,10,6.60E-07,1,6.60E-07,1,6.60E-07,1,6.60E-07,1,6.60E-07,1,1.32E-06,2,4.62E-06,7.28
E05000435,1.94E-06,Tulse Hill,2,3.88E-06,4,9.69E-07,1,9.69E-07,1,9.69E-07,1,3.88E-06,4,9.69E-07,1,9.69E-07,1,9.69E-07,1,9.69E-07,1,9.69E-07,1,9.69E-07,1,5.81E-06,6.545454545
E05000436,8.85E-06,Vassall,10,1.77E-06,2,8.85E-07,1,8.85E-07,1,8.85E-07,1,6.20E-06,7,8.85E-07,1,8.85E-07,1,8.85E-07,1,8.85E-07,1,8.85E-07,1,8.85E-07,1,5.31E-06,6.5
E05000437,4.21E-06,Bellingham,13,6.48E-07,2,3.24E-07,1,3.24E-07,1,3.24E-07,1,6.48E-07,2,3.24E-07,1,3.24E-07,1,3.24E-07,1,3.24E-07,1,3.24E-07,1,9.73E-07,3,2.59E-06,9.142857143
E05000438,3.45E-06,Blackheath,8,2.16E-06,5,1.73E-06,4,4.31E-07,1,4.31E-07,1,2.59E-06,6,4.31E-07,1,4.31E-07,1,4.31E-07,1,4.31E-07,1,4.31E-07,1,4.31E-07,1,2.59E-06,6.352941176
E05000439,1.49E-05,Brockley,25,5.95E-07,1,5.95E-07,1,5.95E-07,1,5.95E-07,1,2.38E-06,4,5.95E-07,1,5.95E-07,1,5.95E-07,1,5.95E-07,1,5.95E-07,1,5.95E-07,1,3.57E-06,6.75
E05000440,5.36E-07,Catford South,1,5.36E-07,1,5.36E-07,1,5.36E-07,1,5.36E-07,1,5.36E-07,1,5.36E-07,1,5.36E-07,1,5.36E-07,1,5.36E-07,1,5.36E-07,1,5.36E-07,1,3.21E-06,7.2
E05000441,1.74E-06,Crofton Park,3,6.98E-06,12,5.82E-07,1,5.82E-07,1,5.82E-07,1,6.40E-06,11,5.82E-07,1,5.82E-07,1,5.82E-07,1,5.82E-07,1,5.82E-07,1,5.82E-07,1,3.49E-06,6.230769231
E05000442,3.36E-06,Downham,8,1.26E-06,3,4.20E-07,1,4.20E-07,1,4.20E-07,1,4.20E-07,1,4.20E-07,1,4.20E-07,1,4.20E-07,1,4.20E-07,1,4.20E-07,1,1.26E-06,3,3.36E-06,9.142857143
E05000443,1.18E-05,Evelyn,21,5.63E-07,1,5.63E-07,1,5.63E-07,1,5.63E-07,1,2.25E-06,4,5.63E-07,1,5.63E-07,1,5.63E-07,1,5.63E-07,1,5.63E-07,1,5.63E-07,1,3.38E-06,6.75
E05000444,5.47E-06,Forest Hill,10,1.09E-06,2,5.47E-07,1,5.47E-07,1,5.47E-07,1,2.19E-06,4,5.47E-07,1,5.47E-07,1,5.47E-07,1,5.47E-07,1,5.47E-07,1,5.47E-07,1,3.28E-06,6.666666667
E05000445,5.01E-06,Grove Park,12,4.18E-07,1,4.18E-07,1,4.18E-07,1,4.18E-07,1,1.67E-06,4,4.18E-07,1,4.18E-07,1,4.18E-07,1,4.18E-07,1,4.18E-07,1,4.18E-07,1,2.51E-06,6.75
E05000446,1.25E-06,Ladywell,2,3.11E-06,5,6.23E-07,1,6.23E-07,1,6.23E-07,1,3.11E-06,5,6.23E-07,1,6.23E-07,1,6.23E-07,1,6.23E-07,1,6.23E-07,1,6.23E-07,1,3.74E-06,6.461538462
E05000447,3.89E-06,Lee Green,7,6.67E-06,12,5.56E-07,1,5.56E-07,1,5.56E-07,1,5.00E-06,9,5.56E-07,1,5.56E-07,1,5.56E-07,1,5.56E-07,1,5.56E-07,1,5.56E-07,1,3.34E-06,6.25
E05000448,3.39E-06,Lewisham Central,7,3.88E-06,8,4.85E-07,1,4.85E-07,1,4.85E-07,1,3.39E-06,7,4.85E-07,1,4.85E-07,1,4.85E-07,1,4.85E-07,1,1.45E-06,3,9.70E-07,2,4.36E-06,9.5
E05000449,3.86E-06,New Cross,7,5.52E-06,10,1.66E-06,3,5.52E-07,1,5.52E-07,1,7.18E-06,13,5.52E-07,1,5.52E-07,1,5.52E-07,1,5.52E-07,1,5.52E-07,1,3.31E-06,6,6.07E-06,11.39285714
E05000450,5.94E-07,Perry Vale,1,5.94E-07,1,5.94E-07,1,5.94E-07,1,5.94E-07,1,5.94E-07,1,5.94E-07,1,5.94E-07,1,5.94E-07,1,5.94E-07,1,5.94E-07,1,1.19E-06,2,4.16E-06,8.4
E05000451,5.04E-06,Rushey Green,9,2.24E-06,4,5.60E-07,1,5.60E-07,1,5.60E-07,1,4.48E-06,8,5.60E-07,1,5.60E-07,1,5.60E-07,1,5.60E-07,1,5.60E-07,1,1.12E-06,2,3.92E-06,7.466666667
E05000452,5.73E-06,Sydenham,10,4.01E-06,7,1.15E-06,2,5.73E-07,1,5.73E-07,1,1.15E-06,2,5.73E-07,1,5.73E-07,1,5.73E-07,1,5.73E-07,1,5.73E-07,1,5.73E-06,10,8.60E-06,16.15384615
E05000453,1.23E-05,Telegraph Hill,19,6.47E-07,1,6.47E-07,1,6.47E-07,1,6.47E-07,1,6.47E-07,1,6.47E-07,1,6.47E-07,1,6.47E-07,1,6.47E-07,1,6.47E-07,1,6.47E-07,1,3.88E-06,7.2
E05000454,4.48E-07,Whitefoot,1,4.48E-07,1,4.48E-07,1,4.48E-07,1,4.48E-07,1,4.48E-07,1,4.48E-07,1,4.48E-07,1,4.48E-07,1,4.48E-07,1,4.48E-07,1,4.48E-07,1,2.69E-06,7.2
E05000455,5.74E-06,Abbey,8,2.87E-06,4,1.44E-06,2,1.44E-06,2,1.44E-06,2,6.46E-06,9,1.44E-06,2,1.44E-06,2,1.44E-06,2,1.44E-06,2,2.15E-06,3,2.87E-06,4,1.08E-05,15.78947368
E05000456,1.80E-06,Cannon Hill,4,4.50E-07,1,4.50E-07,1,4.50E-07,1,4.50E-07,1,9.00E-07,2,4.50E-07,1,4.50E-07,1,4.50E-07,1,4.50E-07,1,4.50E-07,1,4.50E-07,1,2.70E-06,7
E05000457,5.40E-06,Colliers Wood,6,9.00E-07,1,9.00E-07,1,9.00E-07,1,9.00E-07,1,5.40E-06,6,2.70E-06,3,9.00E-07,1,9.00E-07,1,9.00E-07,1,9.00E-07,1,1.80E-06,2,8.10E-06,9.9
E05000458,2.67E-06,Cricket Green,8,3.34E-07,1,3.34E-07,1,3.34E-07,1,3.34E-07,1,1.34E-06,4,3.34E-07,1,3.34E-07,1,3.34E-07,1,3.34E-07,1,3.34E-07,1,3.34E-07,1,2.00E-06,6.75
E05000459,8.68E-06,Dundonald,10,3.47E-06,4,8.68E-07,1,8.68E-07,1,8.68E-07,1,4.34E-06,5,8.68E-07,1,8.68E-07,1,8.68E-07,1,8.68E-07,1,8.68E-07,1,1.74E-06,2,6.08E-06,7.583333333
E05000460,8.76E-07,Figge's Marsh,1,7.01E-06,8,8.76E-07,1,8.76E-07,1,8.76E-07,1,1.75E-06,2,8.76E-07,1,8.76E-07,1,8.76E-07,1,8.76E-07,1,8.76E-07,1,8.76E-07,1,5.25E-06,6.461538462
E05000461,2.27E-06,Graveney,2,2.27E-06,2,2.27E-06,2,2.27E-06,2,2.27E-06,2,3.40E-06,3,3.40E-06,3,2.27E-06,2,2.27E-06,2,2.27E-06,2,2.27E-06,2,3.40E-06,3,1.59E-05,15.27272727
E05000462,8.41E-07,Hillside,1,2.52E-06,3,8.41E-07,1,8.41E-07,1,8.41E-07,1,1.68E-06,2,8.41E-07,1,8.41E-07,1,8.41E-07,1,8.41E-07,1,8.41E-07,1,1.68E-06,2,5.89E-06,7.875
E05000463,2.54E-06,Lavender Fields,3,8.48E-07,1,8.48E-07,1,8.48E-07,1,8.48E-07,1,1.70E-06,2,8.48E-07,1,8.48E-07,1,8.48E-07,1,8.48E-07,1,8.48E-07,1,8.48E-07,1,5.09E-06,7
E05000464,6.74E-07,Longthornton,1,5.39E-06,8,6.74E-07,1,6.74E-07,1,6.74E-07,1,4.72E-06,7,6.74E-07,1,6.74E-07,1,6.74E-07,1,6.74E-07,1,6.74E-07,1,6.74E-07,1,4.04E-06,6.333333333
E05000465,1.11E-06,Lower Morden,2,2.22E-06,4,5.54E-07,1,5.54E-07,1,5.54E-07,1,1.66E-06,3,5.54E-07,1,5.54E-07,1,5.54E-07,1,5.54E-07,1,5.54E-07,1,5.54E-07,1,3.33E-06,6.6
E05000466,9.37E-06,Merton Park,17,2.20E-06,4,5.51E-07,1,5.51E-07,1,5.51E-07,1,2.76E-06,5,5.51E-07,1,5.51E-07,1,5.51E-07,1,5.51E-07,1,5.51E-07,1,1.10E-06,2,3.86E-06,7.583333333
E05000467,9.25E-07,Pollards Hill,2,4.62E-07,1,4.62E-07,1,4.62E-07,1,4.62E-07,1,9.25E-07,2,4.62E-07,1,4.62E-07,1,4.62E-07,1,4.62E-07,1,4.62E-07,1,4.62E-07,1,2.77E-06,7
E05000468,3.81E-06,Ravensbury,7,1.63E-06,3,5.44E-07,1,5.44E-07,1,5.44E-07,1,3.81E-06,7,5.44E-07,1,5.44E-07,1,5.44E-07,1,5.44E-07,1,5.44E-07,1,5.44E-07,1,3.26E-06,6.461538462
E05000469,7.54E-06,Raynes Park,14,1.62E-06,3,5.39E-07,1,5.39E-07,1,5.39E-07,1,2.69E-06,5,5.39E-07,1,5.39E-07,1,5.39E-07,1,5.39E-07,1,5.39E-07,1,2.15E-06,4,4.85E-06,9.818181818
E05000470,1.08E-06,St. Helier,2,3.25E-06,6,1.08E-06,2,1.08E-06,2,1.08E-06,2,2.71E-06,5,1.08E-06,2,1.08E-06,2,1.08E-06,2,1.08E-06,2,1.08E-06,2,1.08E-06,2,6.50E-06,12.70588235
E05000471,8.36E-06,Trinity,9,4.65E-06,5,9.29E-07,1,9.29E-07,1,9.29E-07,1,2.79E-06,3,9.29E-07,1,9.29E-07,1,9.29E-07,1,9.29E-07,1,4.65E-06,5,9.29E-07,1,9.29E-06,10.90909091
E05000472,7.56E-06,Village,47,4.83E-07,3,4.83E-07,3,4.83E-07,3,4.83E-07,3,1.29E-06,8,4.83E-07,3,4.83E-07,3,4.83E-07,3,4.83E-07,3,4.83E-07,3,4.83E-07,3,2.90E-06,18.9
E05000473,4.61E-06,West Barnes,9,2.05E-06,4,5.12E-07,1,5.12E-07,1,5.12E-07,1,3.07E-06,6,5.12E-07,1,5.12E-07,1,5.12E-07,1,5.12E-07,1,5.12E-07,1,1.54E-06,3,4.10E-06,8.615384615
E05000474,5.19E-06,Wimbledon Park,12,8.66E-07,2,4.33E-07,1,4.33E-07,1,4.33E-07,1,2.60E-06,6,4.33E-07,1,4.33E-07,1,4.33E-07,1,4.33E-07,1,4.33E-07,1,4.33E-07,1,2.60E-06,6.545454545
E05000475,2.72E-06,Beckton,17,1.60E-07,1,1.60E-07,1,1.60E-07,1,1.60E-07,1,6.40E-07,4,1.60E-07,1,1.60E-07,1,1.60E-07,1,1.60E-07,1,1.60E-07,1,6.40E-07,4,1.44E-06,10.125
E05000476,1.09E-06,Boleyn,1,9.81E-06,9,1.09E-06,1,1.09E-06,1,1.09E-06,1,4.36E-06,4,1.09E-06,1,1.09E-06,1,1.09E-06,1,1.09E-06,1,1.09E-06,1,1.09E-06,1,6.54E-06,6.375
E05000477,9.92E-06,Canning Town North,25,4.76E-06,12,3.97E-07,1,3.97E-07,1,3.97E-07,1,5.95E-06,15,3.97E-07,1,3.97E-07,1,3.97E-07,1,3.97E-07,1,3.97E-07,1,7.93E-07,2,2.78E-06,7.233333333
E05000478,1.05E-05,Canning Town South,19,1.66E-06,3,5.53E-07,1,5.53E-07,1,5.53E-07,1,2.76E-06,5,5.53E-07,1,5.53E-07,1,5.53E-07,1,5.53E-07,1,5.53E-07,1,1.11E-06,2,3.87E-06,7.636363636
E05000479,9.21E-06,Custom House,19,1.94E-06,4,4.85E-07,1,4.85E-07,1,4.85E-07,1,2.42E-06,5,4.85E-07,1,4.85E-07,1,4.85E-07,1,4.85E-07,1,4.85E-07,1,4.85E-07,1,2.91E-06,6.5
E05000480,9.69E-07,East Ham Central,1,1.07E-05,11,9.69E-07,1,9.69E-07,1,9.69E-07,1,1.16E-05,12,9.69E-07,1,9.69E-07,1,9.69E-07,1,9.69E-07,1,9.69E-07,1,2.91E-06,3,7.75E-06,8.307692308
E05000481,1.11E-06,East Ham North,1,7.74E-06,7,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,6.63E-06,6.545454545
E05000482,5.53E-07,East Ham South,1,1.11E-06,2,5.53E-07,1,5.53E-07,1,5.53E-07,1,4.98E-06,9,5.53E-07,1,5.53E-07,1,5.53E-07,1,5.53E-07,1,5.53E-07,1,5.53E-07,1,3.32E-06,6.428571429
E05000483,0.000376698,Forest Gate North,470,4.81E-06,6,8.01E-07,1,8.01E-07,1,8.01E-07,1,1.36E-05,17,8.01E-07,1,8.01E-07,1,8.01E-07,1,8.01E-07,1,8.01E-07,1,8.01E-07,1,4.81E-06,6.230769231
E05000484,0.000179657,Forest Gate South,214,5.88E-06,7,8.40E-07,1,8.40E-07,1,8.40E-07,1,8.40E-07,1,8.40E-07,1,8.40E-07,1,8.40E-07,1,8.40E-07,1,8.40E-07,1,4.20E-06,5,8.40E-06,10.90909091
E05000485,1.34E-06,Green Street East,1,1.34E-06,1,1.34E-06,1,1.34E-06,1,1.34E-06,1,1.07E-05,8,1.34E-06,1,1.34E-06,1,1.34E-06,1,1.34E-06,1,1.34E-06,1,1.34E-06,1,8.04E-06,6.5
E05000486,1.12E-05,Green Street West,9,1.25E-06,1,1.25E-06,1,1.25E-06,1,1.25E-06,1,2.49E-06,2,1.25E-06,1,1.25E-06,1,1.25E-06,1,1.25E-06,1,1.25E-06,1,1.25E-06,1,7.47E-06,7
E05000487,1.05E-06,Little Ilford,2,5.26E-07,1,5.26E-07,1,5.26E-07,1,5.26E-07,1,5.26E-07,1,5.26E-07,1,5.26E-07,1,5.26E-07,1,5.26E-07,1,5.26E-07,1,5.26E-07,1,3.16E-06,7.2
E05000488,7.49E-07,Manor Park,1,3.00E-06,4,7.49E-07,1,7.49E-07,1,7.49E-07,1,3.75E-06,5,7.49E-07,1,7.49E-07,1,7.49E-07,1,7.49E-07,1,7.49E-07,1,7.49E-07,1,4.49E-06,6.5
E05000489,2.03E-06,Plaistow North,2,1.02E-06,1,1.02E-06,1,1.02E-06,1,1.02E-06,1,2.03E-06,2,1.02E-06,1,1.02E-06,1,1.02E-06,1,1.02E-06,1,1.02E-06,1,1.02E-06,1,6.10E-06,7
E05000490,3.61E-06,Plaistow South,5,3.61E-06,5,7.22E-07,1,7.22E-07,1,7.22E-07,1,7.22E-06,10,7.22E-07,1,7.22E-07,1,7.22E-07,1,7.22E-07,1,7.22E-07,1,7.22E-07,1,4.33E-06,6.333333333
E05000491,1.29E-05,Royal Docks,61,2.11E-07,1,2.11E-07,1,2.11E-07,1,2.11E-07,1,2.11E-06,10,2.11E-07,1,2.11E-07,1,2.11E-07,1,2.11E-07,1,2.11E-07,1,2.11E-07,1,1.27E-06,6.428571429
E05000492,7.49E-05,Stratford and New Town,317,9.92E-06,42,2.36E-07,1,2.36E-07,1,1.18E-06,5,5.67E-06,24,4.72E-07,2,2.36E-07,1,2.36E-07,1,2.36E-07,1,9.45E-07,4,2.60E-06,11,4.72E-06,20.2739726
E05000493,2.91E-06,Wall End,4,2.18E-06,3,7.26E-07,1,7.26E-07,1,7.26E-07,1,3.63E-06,5,7.26E-07,1,7.26E-07,1,7.26E-07,1,7.26E-07,1,7.26E-07,1,7.26E-07,1,4.36E-06,6.545454545
E05000494,0.000133884,West Ham,179,1.50E-06,2,7.48E-07,1,7.48E-07,1,7.48E-07,1,4.49E-06,6,7.48E-07,1,7.48E-07,1,7.48E-07,1,7.48E-07,1,7.48E-07,1,1.50E-06,2,5.24E-06,7.636363636
E05000495,1.16E-07,Aldborough,1,1.16E-07,1,1.16E-07,1,1.16E-07,1,1.16E-07,1,2.33E-07,2,1.16E-07,1,1.16E-07,1,1.16E-07,1,1.16E-07,1,1.16E-07,1,4.65E-07,4,1.05E-06,10.5
E05000496,6.54E-07,Barkingside,1,6.54E-07,1,6.54E-07,1,6.54E-07,1,6.54E-07,1,1.31E-06,2,6.54E-07,1,6.54E-07,1,6.54E-07,1,6.54E-07,1,6.54E-07,1,6.54E-07,1,3.92E-06,7
E05000497,3.88E-07,Bridge,1,3.88E-07,1,3.88E-07,1,3.88E-07,1,3.88E-07,1,7.76E-07,2,3.88E-07,1,3.88E-07,1,3.88E-07,1,3.88E-07,1,3.88E-07,1,3.88E-07,1,2.33E-06,7
E05000498,6.61E-07,Chadwell,1,6.61E-07,1,6.61E-07,1,6.61E-07,1,6.61E-07,1,6.61E-07,1,6.61E-07,1,6.61E-07,1,6.61E-07,1,6.61E-07,1,6.61E-07,1,6.61E-07,1,3.97E-06,7.2
E05000499,2.02E-06,Church End,3,4.04E-06,6,6.73E-07,1,6.73E-07,1,6.73E-07,1,3.37E-06,5,6.73E-07,1,6.73E-07,1,6.73E-07,1,6.73E-07,1,6.73E-07,1,2.02E-06,3,5.39E-06,8.571428571
E05000500,8.02E-07,Clayhall,2,4.01E-07,1,4.01E-07,1,4.01E-07,1,4.01E-07,1,4.01E-07,1,4.01E-07,1,4.01E-07,1,4.01E-07,1,4.01E-07,1,4.01E-07,1,4.01E-07,1,2.41E-06,7.2
E05000501,7.86E-07,Clementswood,1,7.86E-07,1,7.86E-07,1,7.86E-07,1,7.86E-07,1,7.86E-07,1,7.86E-07,1,7.86E-07,1,7.86E-07,1,7.86E-07,1,7.86E-07,1,7.86E-07,1,4.72E-06,7.2
E05000502,7.50E-06,Cranbrook,18,4.17E-07,1,4.17E-07,1,4.17E-07,1,4.17E-07,1,4.17E-07,1,4.17E-07,1,4.17E-07,1,4.17E-07,1,4.17E-07,1,4.17E-07,1,4.17E-07,1,2.50E-06,7.2
E05000503,6.67E-06,Fairlop,24,1.67E-06,6,2.78E-07,1,2.78E-07,1,2.78E-07,1,1.39E-06,5,2.78E-07,1,2.78E-07,1,2.78E-07,1,2.78E-07,1,2.78E-07,1,2.78E-07,1,1.67E-06,6.428571429
E05000504,1.37E-06,Fullwell,3,9.14E-07,2,4.57E-07,1,4.57E-07,1,4.57E-07,1,4.57E-07,1,4.57E-07,1,4.57E-07,1,4.57E-07,1,4.57E-07,1,4.57E-07,1,9.14E-07,2,3.20E-06,8.166666667
E05000505,5.49E-06,Goodmayes,9,6.10E-07,1,6.10E-07,1,6.10E-07,1,6.10E-07,1,6.10E-07,1,6.10E-07,1,6.10E-07,1,6.10E-07,1,6.10E-07,1,6.10E-07,1,6.10E-07,1,3.66E-06,7.2
E05000506,7.08E-07,Hainault,4,5.31E-07,3,1.77E-07,1,1.77E-07,1,1.77E-07,1,3.54E-07,2,1.77E-07,1,1.77E-07,1,3.54E-07,2,1.77E-07,1,1.77E-07,1,3.54E-07,2,1.42E-06,9
E05000507,2.33E-06,Loxford,3,7.76E-07,1,7.76E-07,1,7.76E-07,1,7.76E-07,1,7.76E-07,1,7.76E-07,1,7.76E-07,1,7.76E-07,1,7.76E-07,1,7.76E-07,1,7.76E-07,1,4.66E-06,7.2
E05000508,5.31E-07,Mayfield,1,5.31E-07,1,5.31E-07,1,5.31E-07,1,5.31E-07,1,5.31E-07,1,5.31E-07,1,5.31E-07,1,5.31E-07,1,5.31E-07,1,5.31E-07,1,5.31E-07,1,3.19E-06,7.2
E05000509,3.25E-07,Monkhams,1,3.25E-07,1,3.25E-07,1,3.25E-07,1,3.25E-07,1,6.50E-07,2,3.25E-07,1,3.25E-07,1,3.25E-07,1,3.25E-07,1,3.25E-07,1,3.25E-07,1,1.95E-06,7
E05000510,2.36E-06,Newbury,5,4.72E-07,1,4.72E-07,1,4.72E-07,1,4.72E-07,1,4.72E-07,1,4.72E-07,1,4.72E-07,1,4.72E-07,1,4.72E-07,1,4.72E-07,1,4.72E-07,1,2.83E-06,7.2
E05000511,2.96E-06,Roding,7,1.69E-06,4,4.23E-07,1,4.23E-07,1,4.23E-07,1,2.12E-06,5,4.23E-07,1,4.23E-07,1,4.23E-07,1,4.23E-07,1,4.23E-07,1,4.23E-07,1,2.54E-06,6.5
E05000512,9.60E-07,Seven Kings,2,4.80E-07,1,4.80E-07,1,4.80E-07,1,4.80E-07,1,4.80E-07,1,4.80E-07,1,4.80E-07,1,4.80E-07,1,4.80E-07,1,4.80E-07,1,4.80E-07,1,2.88E-06,7.2
E05000513,5.04E-07,Snaresbrook,1,1.01E-06,2,1.01E-06,2,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,1.01E-06,2,3.53E-06,8
E05000514,6.65E-07,Valentines,1,6.65E-07,1,6.65E-07,1,6.65E-07,1,6.65E-07,1,6.65E-07,1,6.65E-07,1,6.65E-07,1,6.65E-07,1,6.65E-07,1,6.65E-07,1,6.65E-07,1,3.99E-06,7.2
E05000515,2.31E-06,Wanstead,12,1.93E-07,1,1.93E-07,1,1.93E-07,1,1.93E-07,1,1.93E-07,1,1.93E-07,1,1.93E-07,1,1.93E-07,1,1.93E-07,1,1.93E-07,1,1.93E-07,1,1.16E-06,7.2
E05000516,4.32E-06,Barnes,13,3.32E-07,1,3.32E-07,1,3.32E-07,1,3.32E-07,1,3.32E-07,1,3.32E-07,1,3.32E-07,1,3.32E-07,1,3.32E-07,1,3.32E-07,1,3.32E-07,1,1.99E-06,7.2
E05000517,2.40E-06,East Sheen,14,1.71E-07,1,1.71E-07,1,1.71E-07,1,1.71E-07,1,1.71E-07,1,1.71E-07,1,1.71E-07,1,1.71E-07,1,1.71E-07,1,1.71E-07,1,1.71E-07,1,1.03E-06,7.2
E05000518,7.82E-06,Fulwell and Hampton Hill,15,5.21E-07,1,5.21E-07,1,5.21E-07,1,5.21E-07,1,5.21E-07,1,5.21E-07,1,5.21E-07,1,5.21E-07,1,5.21E-07,1,5.21E-07,1,5.21E-07,1,3.13E-06,7.2
E05000519,3.60E-06,"Ham, Petersham and Richmond Riverside",34,6.36E-07,6,1.06E-07,1,1.06E-07,1,1.06E-07,1,6.36E-07,6,1.06E-07,1,1.06E-07,1,1.06E-07,1,1.06E-07,1,1.06E-07,1,1.06E-07,1,6.36E-07,6.4
E05000520,4.94E-06,Hampton,34,2.91E-07,2,1.45E-07,1,1.45E-07,1,1.45E-07,1,2.91E-07,2,1.45E-07,1,1.45E-07,1,1.45E-07,1,1.45E-07,1,1.45E-07,1,1.45E-07,1,8.72E-07,6.857142857
E05000521,2.05E-06,Hampton North,4,5.13E-07,1,5.13E-07,1,5.13E-07,1,5.13E-07,1,5.13E-07,1,5.13E-07,1,5.13E-07,1,5.13E-07,1,5.13E-07,1,5.13E-07,1,1.54E-06,3,4.10E-06,9.6
E05000522,7.28E-06,Hampton Wick,20,3.64E-07,1,3.64E-07,1,3.64E-07,1,3.64E-07,1,3.64E-07,1,3.64E-07,1,3.64E-07,1,3.64E-07,1,3.64E-07,1,3.64E-07,1,3.64E-07,1,2.19E-06,7.2
E05000523,8.90E-06,Heathfield,17,2.62E-06,5,1.57E-06,3,1.05E-06,2,1.05E-06,2,2.09E-06,4,1.05E-06,2,1.05E-06,2,1.05E-06,2,1.05E-06,2,1.05E-06,2,1.05E-06,2,6.28E-06,12.75
E05000524,1.31E-05,Kew,47,2.80E-07,1,5.59E-07,2,2.80E-07,1,2.80E-07,1,8.39E-07,3,2.80E-07,1,2.80E-07,1,2.80E-07,1,2.80E-07,1,2.80E-07,1,2.80E-07,1,1.68E-06,6.75
E05000525,2.07E-06,Mortlake and Barnes Common,4,5.17E-07,1,5.17E-07,1,5.17E-07,1,5.17E-07,1,5.17E-07,1,5.17E-07,1,5.17E-07,1,5.17E-07,1,5.17E-07,1,5.17E-07,1,5.17E-07,1,3.10E-06,7.2
E05000526,1.43E-06,North Richmond,4,3.57E-07,1,3.57E-07,1,3.57E-07,1,3.57E-07,1,7.14E-07,2,3.57E-07,1,3.57E-07,1,3.57E-07,1,3.57E-07,1,3.57E-07,1,3.57E-07,1,2.14E-06,7
E05000527,1.99E-06,St. Margarets and North Twickenham,4,1.99E-06,4,1.49E-06,3,4.98E-07,1,4.98E-07,1,2.99E-06,6,4.98E-07,1,4.98E-07,1,4.98E-07,1,4.98E-07,1,4.98E-07,1,4.98E-07,1,2.99E-06,6.4
E05000528,4.09E-06,South Richmond,11,1.86E-06,5,3.72E-07,1,3.72E-07,1,3.72E-07,1,7.43E-07,2,3.72E-07,1,3.72E-07,1,3.72E-07,1,3.72E-07,1,3.72E-07,1,2.97E-06,8,4.83E-06,14.3
E05000529,6.37E-06,South Twickenham,11,5.79E-07,1,5.79E-07,1,5.79E-07,1,5.79E-07,1,2.89E-06,5,5.79E-07,1,5.79E-07,1,5.79E-07,1,5.79E-07,1,5.79E-07,1,5.79E-07,1,3.47E-06,6.666666667
E05000530,3.96E-06,Teddington,17,2.33E-07,1,2.33E-07,1,2.33E-07,1,2.33E-07,1,2.33E-07,1,2.33E-07,1,2.33E-07,1,2.33E-07,1,2.33E-07,1,2.33E-07,1,4.66E-07,2,1.63E-06,8.4
E05000531,1.07E-05,Twickenham Riverside,21,3.56E-06,7,5.09E-07,1,5.09E-07,1,5.09E-07,1,5.09E-07,1,1.02E-06,2,5.09E-07,1,5.09E-07,1,5.09E-07,1,5.09E-07,1,1.02E-06,2,4.07E-06,8.727272727
E05000532,1.22E-06,West Twickenham,3,4.07E-07,1,4.07E-07,1,4.07E-07,1,4.07E-07,1,4.07E-07,1,4.07E-07,1,4.07E-07,1,4.07E-07,1,4.07E-07,1,4.07E-07,1,4.07E-07,1,2.44E-06,7.2
E05000533,6.15E-07,Whitton,1,6.15E-07,1,6.15E-07,1,6.15E-07,1,6.15E-07,1,1.23E-06,2,6.15E-07,1,6.15E-07,1,6.15E-07,1,6.15E-07,1,6.15E-07,1,6.15E-07,1,3.69E-06,7
E05000534,1.93E-05,Brunswick Park,18,5.35E-06,5,2.14E-06,2,2.14E-06,2,2.14E-06,2,5.35E-06,5,2.14E-06,2,2.14E-06,2,2.14E-06,2,2.14E-06,2,2.14E-06,2,2.14E-06,2,1.28E-05,12.75
E05000535,2.05E-06,Camberwell Green,2,8.21E-06,8,1.03E-06,1,1.03E-06,1,1.03E-06,1,1.44E-05,14,1.03E-06,1,1.03E-06,1,1.03E-06,1,1.03E-06,1,3.08E-06,3,2.05E-06,2,9.23E-06,9.36
